published_papers
アクション名,アクションタイプ,類似業績マージ優先度,ID,タイトル(日本語),タイトル(英語),著者(日本語),著者(英語),担当区分,概要(日本語),概要(英語),出版者・発行元(日本語),出版者・発行元(英語),出版年月,誌名(日本語),誌名(英語),巻,号,開始ページ,終了ページ,記述言語,査読の有無,招待の有無,掲載種別,国際・国内誌,国際共著,DOI,ISSN,eISSN,URL,URL2,主要な業績かどうか,公開の有無
insert,merge,null,23209097,null,"Single-source-precursor synthesis and electromagnetic properties of novel RGO-SiCN ceramic nanocomposites",null,"[Xingmin Liu,Zhaoju Yu,Ryo Ishikawa,Lingqi Chen,Xiaowei Yin,Yuichi Ikuhara,Ralf Riedel]",null,null,"Single-source-precursors (SSPs) have been synthesized through chemical modification of poly(methylvinyl)silazane (HTT 1800) with graphene oxide (GO) via an amidation reaction catalyzed by ZnCl2. With the formation of an SSP, the restacking of GO was effectively prevented by the HTT 1800 grafted at the surface of GO. After pyrolysis of warm-pressed green bodies comprising the SSP, GO-HTT 1800, monolithic silicon carbonitride (SiCN) ceramic nanocomposites containing in situ thermally reduced graphene oxide (RGO), namely RGO-SiCN, were successfully prepared. The resultant RGO-SiCN nanocomposites possess versatile electromagnetic (EM) properties ranging from EM absorbing to shielding behavior. With 2.5 wt% GO in the feed, the final RGO-SiCN nanocomposite exhibits an outstanding minimal reflection coefficient (RCmin) of -62.1 dB at 9.0 GHz, and the effective absorption bandwidth reaches 3.0 GHz with a sample thickness of 2.10 mm. With the same GO content, the resultant RGO-SiCN nanocomposite prepared by mechanical blending exhibits a far inferior RCmin of -8.2 dB. This finding strongly supports the advantage of the developed SSP route suitable for the fabrication of RGO-SiCN nanocomposites with significantly enhanced EM properties. With 12.0 wt% GO content in the feed, the obtained RGO-SiCN nanocomposite reveals an excellent shielding effectiveness of 41.2 dB with a sample thickness of 2.00 mm.",null,"ROYAL SOC CHEMISTRY",2017-08,null,"JOURNAL OF MATERIALS CHEMISTRY C",5,31,7950,7960,eng,true,false,scientific_journal,null,null,10.1039/c7tc00395a,2050-7526,2050-7534,http://orcid.org/0000-0001-5801-0971,null,false,disclosed
insert,merge,null,23209091,"Room-temperature dilute ferromagnetic dislocations in Sr1−xMnxTiO3−δ","Room-temperature dilute ferromagnetic dislocations in S r1-x M nxTi O3-δ","[Ryo Ishikawa,Yoichi Shimbo,Issei Sugiyama,Nathan R. Lugg,Naoya Shibata,Yuichi Ikuhara]","[Ryo Ishikawa,Yoichi Shimbo,Issei Sugiyama,Nathan R. Lugg,Naoya Shibata,Yuichi Ikuhara]","[lead,corresponding]",null,"© 2017 American Physical Society. Room-temperature dilute ferromagnetism has been reported for many semiconducting or insulating materials, which are usually in the forms of bulk or thin film. Here, we successfully fabricated dilute ferromagnetic nanowires by using dislocations - one-dimensional lattice defects - embedded between optically transparent, nonmagnetic SrTiO3 single crystals. At the dislocation cores, we have both locally codoped magnetic Mn2+ ions and electron donors. The structure, chemistry, and ferromagnetism of dislocations were studied by atomic-resolution scanning transmission electron microscopy combined with magnetic force microscopy. We discuss the origin of dilute ferromagnetism at the dislocations in terms of the percolation of bound magnetic polarons along the dislocation cores, where antiferromagnetic coupling between the high spin state of Mn2+ ions and electron donors leads to the long-range Mn-Mn ferromagnetic exchange interaction.","American Physical Society ({APS})","American Physical Society ({APS})",2017-07-25,"Physical Review B","Physical Review B",96,2,null,null,null,true,false,scientific_journal,null,null,10.1103/PhysRevB.96.024440,2469-9950,2469-9969,http://orcid.org/0000-0001-5801-0971,null,false,disclosed
insert,merge,null,46227833,null,"Three-Dimensional Point Defect Imaging by Large-angle Illumination STEM",null,"[Ryo Ishikawa,Stephen J. Pennycook,Andrew R. Lupini,Scott D. Findlay,Naoya Shibata,Yuichi Ikuhara]",null,null,null,null,"Cambridge University Press ({CUP})",2017-07,null,"Microscopy and Microanalysis",23,S1,424,425,null,null,null,scientific_journal,null,null,10.1017/s143192761700280x,1431-9276,null,null,null,false,disclosed
insert,merge,null,46227832,null,"Better Contrast for Imaging Defects by ABF",null,"[Peng Gao,Ryo Ishikawa,Bin Feng,Naoya Shibata,Yuichi Ikuhara]",null,null,null,null,"Cambridge University Press ({CUP})",2017-07,null,"Microscopy and Microanalysis",23,S1,480,481,null,null,null,scientific_journal,null,null,10.1017/s1431927617003087,1431-9276,null,null,null,false,disclosed
insert,merge,null,23209090,"Quantitative Relation Between Differential Phase Contrast Images Obtained by Segmented and Pixelated Detectors","Quantitative Relation Between Differential Phase Contrast Images Obtained by Segmented and Pixelated Detectors","[Takehito Seki,Gabriel Sanchez-Santolino,Ryo Ishikawa,Yuichi Ikuhara,Naoya Shibata]","[Takehito Seki,Gabriel Sanchez-Santolino,Ryo Ishikawa,Yuichi Ikuhara,Naoya Shibata]",null,null,null,"Cambridge University Press ({CUP})","Cambridge University Press ({CUP})",2017-07,"Microscopy and Microanalysis","Microscopy and Microanalysis",23,S1,440,441,null,true,false,scientific_journal,null,null,10.1017/s1431927617002884,1431-9276,1435-8115,http://orcid.org/0000-0001-5801-0971,null,false,disclosed
insert,merge,null,23209089,null,"Full picture discovery for mixed-fluorine anion effects on high-voltage spinel lithium nickel manganese oxide cathodes",null,"[Dae-wook Kim,Hiromasa Shiiba,Nobuyuki Zettsu,Tetsuya Yamada,Takeshi Kimijima,Gabriel Sanchez-Santolino,Ryo Ishikawa,Yuichi Ikuhara,Katsuya Teshima]",null,null,"Small amounts of fluorine substituting for oxygen deficiencies could reduce Mn dissolution, enhancing the cyclability in spinel-type lithium nickel manganese oxides (LiNi0.5Mn1.5O4). Fluorine anion incorporation simultaneously enhances the C-rate capability and specific capacity fading. We used experimental and theoretical approaches to obtain a full picture of the mixed-anion effects for LiNi0.5Mn1.5O4-xFx cathode materials. The fluorine anion reduced the activation barrier for lithium-ion hopping along the most energetically preferable 8a-16c-8a route, enhancing the C-rate capability. Simultaneously, the coordination bond of the linear F--Mn3+-F- (Mn@2F diagonal) arrangement increased the oxidation potential to 5.1 V (vs Li+/Li). This hampered full extraction of Li+ from the spinel lattice, which was triggered by the oxidation of Mn3+ below the cutoff voltage (3.5-4.8 V (vs Li+/Li)), leading to a capacity loss.",null,"NATURE PUBLISHING GROUP",2017-07,null,"NPG ASIA MATERIALS",9,null,null,null,eng,true,false,scientific_journal,null,null,10.1038/am.2017.90,1884-4049,1884-4057,http://orcid.org/0000-0001-5801-0971,null,false,disclosed
insert,merge,null,23209092,null,"Possible absence of critical thickness and size effect in ultrathin perovskite ferroelectric films",null,"[Peng Gao,Zhangyuan Zhang,Mingqiang Li,Ryo Ishikawa,Bin Feng,Heng Jui Liu,Yen Lin Huang,Naoya Shibata,Xiumei Ma,Shulin Chen,Jingmin Zhang,Kaihui Liu,En Ge Wang,Dapeng Yu,Lei Liao,Ying Hao Chu,Yuichi Ikuhara]",null,null,"© The Author(s) 2017. Although the size effect in ferroelectric thin films has been known for long time, the underlying mechanism is not yet fully understood and whether or not there is a critical thickness below which the ferroelectricity vanishes is still under debate. Here, we directly measure the thickness-dependent polarization in ultrathin PbZr 0.2 Ti 0.8 O 3 films via quantitative annular bright field imaging. We find that the polarization is significantly suppressed for films <10-unit cells thick (â 1/44 nm). However, approximately the polarization never vanishes. The residual polarization is â 1/416 μCcm â '2 (â 1/417%) at 1.5-unit cells (â 1/40.6 nm) thick film on bare SrTiO 3 and â 1/422 μCcm â '2 at 2-unit cells thick film on SrTiO 3 with SrRuO 3 electrode. The residual polarization in these ultrathin films is mainly attributed to the robust covalent Pb-O bond. Our atomic study provides new insights into mechanistic understanding of nanoscale ferroelectricity and the size effects.",null,null,2017-06-06,null,"Nature Communications",8,null,null,null,null,true,false,scientific_journal,null,null,10.1038/ncomms15549,null,2041-1723,http://orcid.org/0000-0001-5801-0971,null,false,disclosed
insert,merge,null,35212366,"Relative Li-ion mobility mapping in Li","Relative Li-ion mobility mapping in Li","[Sasano Shun,Ishikawa Ryo,Sugiyama Issei,Higashi Takuma,Kimura Teiichi,Ikuhara Yumi,Shibata Naoya,Ikuhara Yuichi]","[Sasano Shun,Ishikawa Ryo,Sugiyama Issei,Higashi Takuma,Kimura Teiichi,Ikuhara Yumi,Shibata Naoya,Ikuhara Yuichi]",null,"Li-ion conductivity in a solid-state electrolyte has so far been measured by impedance spectroscopy. In this method, however, it is difficult to obtain microstructural information because of the absence of spatial resolution. Here, we show the relationship between the Li-ion mobility and the crystal orientation in Li<inf>0.33</inf>La<inf>0.56</inf>TiO<inf>3</inf>polycrystalline by electrochemical strain microscopy combined with electron backscatter diffraction. On the experimentally constructed multivariable regression model, we obtained a qualitative Li-ion mobility map of sub-millimeter width with a 100 nm spatial resolution, which is impossible to achieve by only atomic force microscopy. The proposed method must be useful for identifying the Li-ion diffusion pathway in three dimensions.","Li-ion conductivity in a solid-state electrolyte has so far been measured by impedance spectroscopy. In this method, however, it is difficult to obtain microstructural information because of the absence of spatial resolution. Here, we show the relationship between the Li-ion mobility and the crystal orientation in Li<inf>0.33</inf>La<inf>0.56</inf>TiO<inf>3</inf>polycrystalline by electrochemical strain microscopy combined with electron backscatter diffraction. On the experimentally constructed multivariable regression model, we obtained a qualitative Li-ion mobility map of sub-millimeter width with a 100 nm spatial resolution, which is impossible to achieve by only atomic force microscopy. The proposed method must be useful for identifying the Li-ion diffusion pathway in three dimensions.","Institute of Physics","Institute of Physics",2017-06-02,"Appl. Phys. Express","Appl. Phys. Express",10,6,61102,61102,eng,null,null,null,null,null,10.7567/APEX.10.061102,1882-0778,null,null,null,false,disclosed
insert,merge,null,25117288,null,"Relative Li-ion mobility mapping in Li<inf>0.33</inf>La<inf>0.56</inf>TiO<inf>3</inf> polycrystalline by electron backscatter diffraction and electrochemical strain microscopy",null,"[Shun Sasano,Ryo Ishikawa,Issei Sugiyama,Takuma Higashi,Teiichi Kimura,Yumi H. Ikuhara,Naoya Shibata,Yuichi Ikuhara]",null,null,"© 2017 The Japan Society of Applied Physics. Li-ion conductivity in a solid-state electrolyte has so far been measured by impedance spectroscopy. In this method, however, it is difficult to obtain microstructural information because of the absence of spatial resolution. Here, we show the relationship between the Li-ion mobility and the crystal orientation in Li0.33La0.56TiO3 polycrystalline by electrochemical strain microscopy combined with electron backscatter diffraction. On the experimentally constructed multivariable regression model, we obtained a qualitative Li-ion mobility map of sub-millimeter width with a 100nm spatial resolution, which is impossible to achieve by only atomic force microscopy. The proposed method must be useful for identifying the Li-ion diffusion pathway in three dimensions.",null,null,2017-06,null,"Applied Physics Express",10,6,null,null,null,true,false,scientific_journal,null,null,10.7567/APEX.10.061102,1882-0778,1882-0786,null,null,false,disclosed
insert,merge,null,23209094,null,"Single-source-precursor derived RGO/CNTs-SiCN ceramic nanocomposite with ultra-high electromagnetic shielding effectiveness",null,"[Xingmin Liu,Zhaoju Yu,Ryo Ishikawa,Lingqi Chen,Xiaofei Liu,Xiaowei Yin,Yuichi Ikuhara,Ralf Riedel]",null,null,"For the first time, single-source-precursors (SSPs) were synthesized through chemical modification of a commercial poly(methylvinyl)silazane with chemically bonded graphene oxide and carbon nanotube hybrids (GO/CNTs). After pyrolysis of warm-pressed and consolidated SSP-powders at 1000 degrees C in Ar, monolithic SiCN ceramic nanocomposites modified with in-situ thermally reduced GO/CNTs, namely RGO/CNTs-SiCN, were successfully obtained. The SSP-derived nanocomposite exhibits significantly enhanced dielectric properties if compared with that of a physically-blended-precursor derived reference material. Moreover, the SSP-derived RGO/CNTs-SiCN composite containing 15.0 wt% GO/CNTs in the feed possesses an electromagnetic shielding effectiveness of 67.2 dB with a sample thickness of 2.00 mm, which is the highest value among all the reported graphene-based composites with comparable thickness. (C) 2017 Acta Materialia Inc. Published by Elsevier Ltd. All rights reserved.",null,"PERGAMON-ELSEVIER SCIENCE LTD",2017-05,null,"ACTA MATERIALIA",130,null,83,93,eng,true,false,scientific_journal,null,null,10.1016/j.actamat.2017.03.031,1359-6454,1873-2453,http://orcid.org/0000-0001-5801-0971,null,false,disclosed
insert,merge,null,23209093,null,"Electric field imaging of single atoms",null,"[Naoya Shibata,Takehito Seki,Gabriel Sanchez-Santolino,Scott D. Findlay,Yuji Kohno,Takao Matsumoto,Ryo Ishikawa,Yuichi Ikuhara]",null,null,"In scanning transmission electron microscopy (STEM), single atoms can be imaged by detecting electrons scattered through high angles using post-specimen, annular-type detectors. Recently, it has been shown that the atomic-scale electric field of both the positive atomic nuclei and the surrounding negative electrons within crystalline materials can be probed by atomic-resolution differential phase contrast STEM. Here we demonstrate the real-space imaging of the (projected) atomic electric field distribution inside single Au atoms, using sub-angstrom spatial resolution STEM combined with a high-speed segmented detector. We directly visualize that the electric field distribution (blurred by the sub-angstrom size electron probe) drastically changes within the single Au atom in a shape that relates to the spatial variation of total charge density within the atom. Atomic-resolution electric field mapping with single-atom sensitivity enables us to examine their detailed internal and boundary structures.",null,"NATURE PUBLISHING GROUP",2017-05,null,"NATURE COMMUNICATIONS",8,null,15631,null,eng,true,false,scientific_journal,null,null,10.1038/ncomms15631,2041-1723,null,http://orcid.org/0000-0001-5801-0971,null,false,disclosed
insert,merge,null,25117281,null,"Transparent polycrystalline cubic silicon nitride",null,"[Norimasa Nishiyama,Ryo Ishikawa,Hiroaki Ohfuji,Hauke Marquardt,Alexander Kurnosov,Takashi Taniguchi,Byung-Nam Kim,Hidehiro Yoshida,Atsunobu Masuno,Jozef Bednarcik,Eleonora Kulik,Yuichi Ikuhara,Fumihiro Wakai,Tetsuo Irifune]",null,null,"Glasses and single crystals have traditionally been used as optical windows. Recently, there has been a high demand for harder and tougher optical windows that are able to endure severe conditions. Transparent polycrystalline ceramics can fulfill this demand because of their superior mechanical properties. It is known that polycrystalline ceramics with a spinel structure in compositions of MgAl2O4 and aluminum oxynitride (gamma AlON) show high optical transparency. Here we report the synthesis of the hardest transparent spinel ceramic, i.e. polycrystalline cubic silicon nitride (c-Si3N4). This material shows an intrinsic optical transparency over a wide range of wavelengths below its band-gap energy (258 nm) and is categorized as one of the third hardest materials next to diamond and cubic boron nitride (cBN). Since the high temperature metastability of c-Si3N4 in air is superior to those of diamond and cBN, the transparent c-Si3N4 ceramic can potentially be used as a window under extremely severe conditions.",null,"NATURE PUBLISHING GROUP",2017-03,null,"SCIENTIFIC REPORTS",7,null,null,null,eng,true,false,scientific_journal,null,null,10.1038/srep44755,2045-2322,null,null,null,false,disclosed
insert,merge,null,23209102,null,"Direct visualization of lithium via annular bright field scanning transmission electron microscopy: a review",null,"[Scott David Findlay,Rong Huang,Ryo Ishikawa,Naoya Shibata,Yuichi Ikuhara]",null,null,"Annular bright field (ABF) scanning transmission electron microscopy has proven able to directly image lithium columns within crystalline environments, offering much insight into the structure and properties of lithium-ion battery materials. We summarize the image formation mechanisms underpinning ABF imaging, review the experimental application of this technique to imaging lithium in materials and overview the conditions that help maximize the visibility of lithium columns.",null,"OXFORD UNIV PRESS",2017-02,null,MICROSCOPY,66,1,3,14,eng,true,false,null,null,null,10.1093/jmicro/dfw041,2050-5698,2050-5701,http://orcid.org/0000-0001-5801-0971,null,false,disclosed
insert,merge,null,23209098,null,"A new method to detect and correct sample tilt in scanning transmission electron microscopy bright-field imaging",null,"[H. G. Brown,R. Ishikawa,G. Sanchez-Santolino,N. R. Lugg,Y. Ikuhara,L. J. Allen,N. Shibata]",null,null,"Important properties of functional materials, such as ferroelectric shifts and octahedral distortions, are associated with displacements of the positions of lighter atoms in the unit cell. Annular bright-field scanning transmission electron microscopy is a good experimental method for investigating such phenomena due to its ability to image light and heavy atoms simultaneously. To map atomic positions at the required accuracy precise angular alignment of the sample with the microscope optical axis is necessary, since misalignment (tilt) of the specimen contributes to errors in position measurements of lighter elements in annular bright-field imaging. In this paper it is shown that it is possible to detect tilt with the aid of images recorded using a central bright-field detector placed within the inner radius of the annular bright-field detector. For a probe focus near the middle of the specimen the central bright-field image becomes especially sensitive to tilt and we demonstrate experimentally that misalignment can be detected with a precision of less than a milliradian, as we also confirm in simulation. Coma in the probe, an aberration that can be misidentified as tilt of the specimen, is also investigated and it is shown how the effects of coma and tilt can be differentiated. The effects of tilt may be offset to a large extent by shifting the diffraction plane detector an amount equivalent to the specimen tilt and we provide an experimental proof of principle of this using a segmented detector system.",null,"ELSEVIER SCIENCE BV",2017-02,null,ULTRAMICROSCOPY,173,null,76,83,eng,true,false,scientific_journal,null,null,10.1016/j.ultramic.2016.11.024,0304-3991,1879-2723,http://orcid.org/0000-0001-5801-0971,null,false,disclosed
insert,merge,null,23209096,null,"Atomic-Scale Tracking of a Phase Transition from Spinel to Rocksalt in Lithium Manganese Oxide",null,"[Peng Gao,Ryo Ishikawa,Eita Tochigi,Akihito Kumamoto,Naoya Shibata,Yuichi Ikuhara]",null,null,"For the intercalation type cathode in lithium-ion batteries, the structural framework of electrode is expected to remain unchanged during lithium insertion and extraction. Unfavorable phase transition in electrode materials, which has been frequently observed, modifies the structural framework, which leads to capacity loss and voltage decay. Here, we track atoms motion/shift in lithium manganese oxide during a phase transition from spine' to rocksalt by using atomically resolved aberration corrected scanning transmission electron microscopy and spectroscopy. We find that when given energy, the transition metal cation can readily hop between oxygen tetrahedral and octahedral sites in oxygen deficient lithium manganese oxide similar to lithium diffusion behavior, which leaves the anion structure framework almost unchanged. During this phase transition, the intermediate state, migration length, and atomic structure of phase boundaries are revealed, and the mechanism is discussed. Our observations help us to understand the past experimental phenomena and provide useful information to stabilize the structure of electrode materials and thus improve the cycling life of lithium-ion batteries.",null,"AMER CHEMICAL SOC",2017-02,null,"CHEMISTRY OF MATERIALS",29,3,1006,1013,eng,true,false,scientific_journal,null,null,10.1021/acs.chemmater.6b03659,0897-4756,1520-5002,http://orcid.org/0000-0001-5801-0971,null,false,disclosed
insert,merge,null,23209101,null,"Jointed magnetic skyrmion lattices at a small-angle grain boundary directly visualized by advanced electron microscopy",null,"[Takao Matsumoto,Yeong-Gi So,Yuji Kohno,Hidetaka Sawada,Ryo Ishikawa,Yuichi Ikuhara,Naoya Shibata]",null,null,"The interactions between magnetic skyrmions and structural defects, such as edges, dislocations, and grain boundaries (GBs), which are all considered as topological defects, will be important issues when magnetic skyrmions are utilized for future memory device applications. To investigate such interactions, simultaneous visualization of magnetic skyrmions and structural defects at high spatial resolution, which is not feasible by conventional techniques, is essential. Here, taking advantages of aberration-corrected differential phase-contrast scanning transmission electron microscopy, we investigate the interaction of magnetic skyrmions with a small-angle GB in a thin film of FeGe1-xSix. We found that the magnetic skyrmions and the small-angle GB can coexist each other, but a domain boundary (DB) was formed in the skyrmion lattice along the small-angle GB. At the core of the DB, unexpectedly deformed magnetic skrymions, which appear to be created by joining two portions of magnetic skyrmions in the adjacent lattices, were formed to effectively compensate misorientations between the two adjacent magnetic skyrmion lattices. These observations strongly suggest the flexible nature of individual magnetic skyrmions, and also the significance of defect engineering for future device applications.",null,"NATURE PUBLISHING GROUP",2016-10,null,"SCIENTIFIC REPORTS",6,null,35880,null,eng,true,false,scientific_journal,null,null,10.1038/srep35880,2045-2322,null,http://orcid.org/0000-0001-5801-0971,null,false,disclosed
insert,merge,null,23209100,null,"An artificial photosynthesis anode electrode composed of a nanoparticulate photocatalyst film in a visible light responsive GaN-ZnO solid solution system",null,"[Yoshihiko Imanaka,Toshihisa Anazawa,Toshio Manabe,Hideyuki Amada,Sachio Ido,Fumiaki Kumasaka,Naoki Awaji,Gabriel Sanchez-Santolino,Ryo Ishikawa,Yuichi Ikuhara]",null,null,"The artificial photosynthesis technology known as the Honda-Fujishima effect, which produces oxygen and hydrogen or organic energy from sunlight, water, and carbon dioxide, is an effective energy and environmental technology. The key component for the higher efficiency of this reaction system is the anode electrode, generally composed of a photocatalyst formed on a glass substrate from electrically conductive fluorine-doped tin oxide (FTO). To obtain a highly efficient electrode, a dense film composed of a nanoparticulate visible light responsive photocatalyst that usually has a complicated multielement composition needs to be deposited and adhered onto the FTO. In this study, we discovered a method for controlling the electronic structure of a film by controlling the aerosol-type nanoparticle deposition (NPD) condition and thereby forming films of materials with a band gap smaller than that of the prepared raw material powder, and we succeeded in extracting a higher current from the anode electrode. As a result, we confirmed that a current approximately 100 times larger than those produced by conventional processes could be obtained using the same material. This effect can be expected not only from the materials discussed (GaN-ZnO) in this paper but also from any photocatalyst, particularly materials of solid solution compositions.",null,"NATURE PUBLISHING GROUP",2016-10,null,"SCIENTIFIC REPORTS",6,null,35593,null,eng,true,false,scientific_journal,null,null,10.1038/srep35593,2045-2322,null,http://orcid.org/0000-0001-5801-0971,null,false,disclosed
insert,merge,null,23209099,null,"Single atom visibility in STEM optical depth sectioning",null,"[Ryo Ishikawa,Stephen J. Pennycook,Andrew R. Lupini,Scott D. Findlay,Naoya Shibata,Yuichi Ikuhara]",null,null,"The continuing development of aberration correctors for the scanning transmission electron microscope (STEM) offers the possibility of locating single atoms in crystals in 3D via optical depth sectioning. The main factors that determine the feasibility of such an approach are visibility and dose requirements. Here, we show how Poisson's statistics can be quantitatively incorporated into STEM image simulations and demonstrate that the 3D location of single cerium atoms in wurtzite-type aluminum nitride is indeed feasible under large-angle illumination conditions with a relatively low dose. We also show that chromatic aberration does not presently represent a limitation provided a cold field emission source is used. These results suggest efforts into improved aberration corrector designs for larger illumination angles that offer significant potential for 3D structure determination of materials. Published by AIP Publishing.",null,"AMER INST PHYSICS",2016-10,null,"APPLIED PHYSICS LETTERS",109,16,163102,null,eng,true,false,scientific_journal,null,null,10.1063/1.4965709,0003-6951,1077-3118,http://orcid.org/0000-0001-5801-0971,null,false,disclosed
insert,merge,null,34701660,null,"Direct Electromagnetic Structure Observation by Aberration-corrected Differential Phase Contrast Scanning Transmission Electron Microscopy",null,"[N. Shibata,S.D. Findlay,T. Matsumoto,T. Seki,G. Sánchez-Santolino,Y. Kohno,H. Sawada,H. Sasaki,Y.G. So,R. Ishikawa,Y. Ikuhara]",null,null,null,null,"Cambridge University Press (CUP)",2016-07,null,"Microscopy and Microanalysis",22,S3,906,907,null,null,null,scientific_journal,null,null,10.1017/s1431927616005377,1431-9276,1435-8115,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/S1431927616005377,null,false,disclosed
insert,merge,null,34701657,null,"Quantitative Atomic Resolution Differential Phase Contrast Imaging Using a Segmented Area All Field Detector",null,"[Gabriel Sanchez-Santolino,Takehito Seki,Nathan Lugg,Ryo Ishikawa,Daniel J. Taplin,Scott D. Findlay,Yuichi Ikuhara,Naoya Shibata]",null,null,null,null,"Cambridge University Press (CUP)",2016-07,null,"Microscopy and Microanalysis",22,S3,504,505,null,null,null,scientific_journal,null,null,10.1017/s1431927616003378,1431-9276,1435-8115,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/S1431927616003378,null,false,disclosed
insert,merge,null,23209105,null,"Misalignment Induced Artifacts in Quantitative Annular Bright-Field Imaging",null,"[Peng Gao,Akihito Kumamoto,Ryo Ishikawa,Nathan Lugg,Naoya Shibata,Yuichi Ikuhara]",null,null,null,null,"Cambridge University Press ({CUP})",2016-07,null,"Microscopy and Microanalysis",22,S3,888,889,null,true,false,scientific_journal,null,null,10.1017/s1431927616005286,null,null,http://orcid.org/0000-0001-5801-0971,null,false,disclosed
insert,merge,null,23209103,null,"Atomic-Resolution Composition Mapping in EDS STEM",null,"[Nathan R Lugg,Akihito Kumamoto,Ryo Ishikawa,Bin Feng,Gerald Kothleitner,Naoya Shibata,Yuichi Ikuhara]",null,null,null,null,"Cambridge University Press ({CUP})",2016-07,null,"Microscopy and Microanalysis",22,S3,1432,1433,null,true,false,scientific_journal,null,null,10.1017/s143192761600800x,null,null,http://orcid.org/0000-0001-5801-0971,null,false,disclosed
insert,merge,null,23209107,"Adsorption sites of single noble metal atoms on the rutile TiO2(1 1 0) surface influenced by different surface oxygen vacancies","Adsorption sites of single noble metal atoms on the rutile TiO2 (110) surface influenced by different surface oxygen vacancies","[Katsuyuki Matsunaga,Teng-Yuan Chang,Ryo Ishikawa,Qian Dong,Kazuaki Toyoura,Atsutomo Nakamura,Yuichi Ikuhara,Naoya Shibata]","[Katsuyuki Matsunaga,Teng-Yuan Chang,Ryo Ishikawa,Qian Dong,Kazuaki Toyoura,Atsutomo Nakamura,Yuichi Ikuhara,Naoya Shibata]",null,null,"Atomic adsorption of Au and Pt on the rutile (1 1 0) surface was investigated by atomic-resolution aberration-corrected scanning transmission electron microscopy (STEM) measurements combined with density functional theory calculations. Au single atoms were deposited on the surface in a vacuum condition, and the observed results were compared with Pt single atoms on the same surface prepared by the same experimental manner. It was found that Au single atoms are stably adsorbed only at the bridging oxygen vacancy sites, which is quite different from Pt single atoms exhibiting the most frequently observed adsorption at the basal oxygen vacancy sites. Such a difference in oxygen-vacancy effect between Au and Pt can be explained by electronic structures of the surface vacancies as well as characters of outermost atomic orbitals of Au and Pt.","{IOP} Publishing","IOP PUBLISHING LTD",2016-05,"J. Phys.: Condens. Matter","JOURNAL OF PHYSICS-CONDENSED MATTER",28,17,175002,null,eng,true,false,scientific_journal,null,null,10.1088/0953-8984/28/17/175002,0953-8984,1361-648X,http://orcid.org/0000-0001-5801-0971,null,false,disclosed
insert,merge,null,23209106,null,"Atomic mechanism of polarization-controlled surface reconstruction in ferroelectric thin films",null,"[Peng Gao,Heng-Jui Liu,Yen-Lin Huang,Ying-Hao Chu,Ryo Ishikawa,Bin Feng,Ying Jiang,Naoya Shibata,En-Ge Wang,Yuichi Ikuhara]",null,null,"At the ferroelectric surface, the broken translational symmetry induced bound charge should significantly alter the local atomic configurations. Experimentally revealing the atomic structure of ferroelectric surface, however, is very challenging due to the strong spatial variety between nano-sized domains, and strong interactions between the polarization and other structural parameters. Here, we study surface structures of Pb(Zr0.2Ti0.8)O-3 thin film by using the annular bright-field imaging. We find that six atomic layers with suppressed polarization and a charged 180 degrees domain wall are at negatively poled surfaces, no reconstruction exists at positively poled surfaces, and seven atomic layers with suppressed polarization and a charged 90 degrees domain wall exist at nominally neutral surfaces in ferroelastic domains. Our results provide critical insights into engineering ferroelectric thin films, fine grain ceramics and surface chemistry devices. The state-of-the-art methodology demonstrated here can greatly advance our understanding of surface science for oxides.",null,"NATURE PUBLISHING GROUP",2016-04,null,"NATURE COMMUNICATIONS",7,null,null,null,eng,true,false,scientific_journal,null,null,10.1038/ncomms11318,2041-1723,null,http://orcid.org/0000-0001-5801-0971,null,false,disclosed
insert,merge,null,23209108,null,"Interfacial Atomic Structure of Twisted Few-Layer Graphene",null,"[Ryo Ishikawa,Nathan R. Lugg,Kazutoshi Inoue,Hidetaka Sawada,Takashi Taniguchi,Naoya Shibata,Yuichi Ikuhara]",null,null,"A twist in bi- or few-layer graphene breaks the local symmetry, introducing a number of intriguing physical properties such as opening new bandgaps. Therefore, determining the twisted atomic structure is critical to understanding and controlling the functional properties of graphene. Combining low-angle annular dark-field electron microscopy with image simulations, we directly determine the atomic structure of twisted few-layer graphene in terms of a moire superstructure which is parameterized by a single twist angle and lattice constant. This method is shown to be a powerful tool for accurately determining the atomic structure of two-dimensional materials such as graphene, even in the presence of experimental errors. Using coincidence-site-lattice and displacement-shift-complete theories, we show that the in-plane translation state between layers is not a significant structure parameter, explaining why the present method is adequate not only for bilayer graphene but also a few-layered twisted graphene.",null,"NATURE PUBLISHING GROUP",2016-02,null,"SCIENTIFIC REPORTS",6,null,21273,null,eng,true,false,scientific_journal,null,null,10.1038/srep21273,2045-2322,null,http://orcid.org/0000-0001-5801-0971,null,false,disclosed
